813,15
814,6
815,6
816,0
817,13
818,13
819,1
820,9
821,8
822,4
823,4
824,4
825,8
826,13
827,13
828,13
829,13
830,13
831,13
832,13
833,13
834,13
835,13
836,13
837,13
838,13
839,13
840,13
841,13
842,13
843,13
844,13
845,13
846,13
847,13
848,13
849,13
850,13
851,13
852,4
853,4
854,4
855,15
856,0
857,10
858,6
859,9
860,4
861,12
862,6
863,5
864,9
865,8
866,11
867,0
868,4
869,9
870,9
871,4
872,15
873,4
874,15
875,15
876,13
877,15
878,15
879,4
880,13
881,13
882,13
883,4
884,13
885,13
886,8
887,8
888,13
889,15
890,15
891,1
892,15
893,3
894,10
895,4
896,4
897,0
898,5
899,8
900,15
901,15
902,4
903,15
904,5
905,4
906,4
907,9
908,9
909,13
910,15
911,4
912,4
913,13
914,4
915,5
916,12
917,4
918,5
919,5
920,9
921,9
922,9
923,9
924,8
925,8
926,11
927,15
928,0
929,4
930,15
931,15
932,6
933,11
934,10
935,8
936,10
937,1
938,15
939,15
940,15
941,11
942,11
943,5
944,5
945,11
946,0
947,11
948,11
949,11
950,10
951,11
952,0
953,5
954,9
955,0
956,15
957,5
958,9
959,9
960,0
961,9
962,15
963,1
964,5
965,4
966,9
967,0
968,9
969,9
970,6
971,5
972,5
973,4
974,5
975,5
976,4
977,11
978,11
979,11
980,11
981,1
982,10
983,11
984,0
985,4
986,10
987,4
988,4
989,5
990,5
991,15
992,5
993,15
994,15
995,15
996,10
997,5
998,5
999,5
1000,4
